"node","n_species","tips","parent_node","sister_nodes","sister_n_tips","sister_tips","levels_up","haplo_tips","haplo_eusocial","haplo_total","sister_eusocial","sister_total","haplo_prop","sister_prop","informative","outcome"
4882,1,"hypothenemus_hampei",10567,"4883",1,"gnathotrichus_materiarius",0,"hypothenemus_hampei",0,1,0,1,0,0,FALSE,NA
1051,1,"pediculus_humanus",6733,"1052",1,"haematopinus_asini",0,"pediculus_humanus",0,1,0,1,0,0,FALSE,NA
6764,4,"bemisia_tabaci, aleurotrachelus_socialis, neomaskellia_bergii, trialeurodes_variabilis",6759,"6761",4,"diaphorina_citri; cacopsylla_affinis; cacopsylla_pyricola; trioza_urticae",0,"bemisia_tabaci; aleurotrachelus_socialis; neomaskellia_bergii; trialeurodes_variabilis",0,4,0,4,0,0,FALSE,NA
1046,1,"liposcelis_sp",6726,"1047",1,"pthirus_pubis",0,"liposcelis_sp",0,1,0,1,0,0,FALSE,NA
8916,12,"sciara_militaris, camptomyia_heterobia, mayetiola_destructor, dasineura_rosae, asteromyia_carbonifera, resseliella_yagoi, aphidoletes_aphidimyza, daphnephila_urnicola, asphondylia_monacha, macrodiplosis_pustularis, macrodiplosis_roboris, bradysia_impatiens",8910,"8911",6,"coelosia_truncata; trichonta_submaculata; allodia_alternans; cordyla_flaviceps; mycetophila_ocellus; boletina_hedstroemi",0,"sciara_militaris; camptomyia_heterobia; mayetiola_destructor; dasineura_rosae; asteromyia_carbonifera; resseliella_yagoi; aphidoletes_aphidimyza; daphnephila_urnicola; asphondylia_monacha; macrodiplosis_pustularis; macrodiplosis_roboris; bradysia_impatiens",0,12,0,6,0,0,FALSE,NA
10594,15,"xyleborus_dispar, anisandrus_obesus, ambrosiodmus_asperatus, xyleborus_affinis, xyleborus_alluaudi, xyleborus_xylographus, xyleborus_volvulus, euwallacea_xanthopus, xylosandrus_saxesenii, xylosandrus_compactus, xylosandrus_germanus, xylosandrus_morigerus, coccotrypes_dactyliperda, xyleborinus_intersetosus, xyleborus_monographus",10593,"4925",1,"dryocoetes_autographus",0,"xyleborus_dispar; anisandrus_obesus; ambrosiodmus_asperatus; xyleborus_affinis; xyleborus_alluaudi; xyleborus_xylographus; xyleborus_volvulus; euwallacea_xanthopus; xylosandrus_saxesenii; xylosandrus_compactus; xylosandrus_germanus; xylosandrus_morigerus; coccotrypes_dactyliperda; xyleborinus_intersetosus; xyleborus_monographus",NA,15,0,1,NA,0,NA,NA
6931,55,"bactrothrips_brevitubus, kladothrips_zygus, kladothrips_pilbara, kladothrips_schwarzi, kladothrips_antennatus, kladothrips_torus, kladothrips_augonsaxxos, kladothrips_tepperi, kladothrips_sterni, kladothrips_harpophyllae, kladothrips_hamiltoni, kladothrips_morrisi, kladothrips_rodwayi, kladothrips_waterhousei, kladothrips_habrus, kladothrips_intermedius, kladothrips_acaciae, kladothrips_ellobus, kladothrips_rugosus, gynaikothrips_ficorum, gynaikothrips_uzeli, haplothrips_victoriensis, haplothrips_tritici, haplothrips_verbasci, plicothrips_apicalis, neoheegeria_dalmatica, phaulothrips_inquilinus, selenothrips_rubrocinctus, caliothrips_fasciatus, biltothrips_minutus, heliothrips_haemorrhoidalis, anaphothrips_obscurus, anaphothrips_sudanensis, aptinothrips_rufus, tenothrips_frici, pezothrips_kellyanus, ceratothripoides_brunneus, frankliniella_schultzei, frankliniella_tenuicornis, frankliniella_occidentalis, frankliniella_tritici, thrips_palmi, thrips_tabaci, microcephalothrips_abdominalis, thrips_major, scirtothrips_dorsalis, scirtothrips_citri, scirtothrips_perseae, chirothrips_manicatus, scirtothrips_frondis, taeniothrips_inconsequens, rhipiphorothrips_cruentatus, aeolothrips_albicinctus, aeolothrips_intermedius, franklinothrips_vespiformis",6757,"6853",50,"aiceona_himalaica; tiliaphis_shinae; peltaphis_hottesi; sipha_maydis; chaitophorus_macrostachyae; chaitophorus_salijaponicus; periphyllus_hirticornis; periphyllus_acericola; symydobius_americanus; calaphis_flava; euceraphis_betulae; coloradoa_rufomaculata; braggia_echinata; braggia_agathona; aphis_decepta; aphis_clydesmithi; aphis_impatientis; aphis_madderae; aphis_alienus; aphis_gossypii; aphis_rubifolii; aphis_fukii; aphis_newtoni; aphis_fabae; aphis_farinosa; aphis_acaenovinae; aphis_pseudocomosa; aphis_crinosa; elatobium_salicifoliae; pterocomma_pilosum; brevicoryne_brassicae; hayhurstia_atriplicis; semiaphis_heraclei; cryptosiphum_artemisiae; lipaphis_erysimi; myzus_persicae; dysaphis_lappae; dysaphis_crataegi; macrosiphoniella_subterranea; macrosiphoniella_grandicauda; uroleucon_eoessigi; uroleucon_cirsii; utamphorophora_humboldti; cryptaphis_menthae; cryptomyzus_ribis; pseudoepameibaphis_glauca; pleotrichophorus_elongatus; megoura_brevipilosa; chaetosiphon_thomasi; tamalia_coweni",0,"bactrothrips_brevitubus; kladothrips_zygus; kladothrips_pilbara; kladothrips_schwarzi; kladothrips_antennatus; kladothrips_torus; kladothrips_augonsaxxos; kladothrips_tepperi; kladothrips_sterni; kladothrips_harpophyllae; kladothrips_hamiltoni; kladothrips_morrisi; kladothrips_rodwayi; kladothrips_waterhousei; kladothrips_habrus; kladothrips_intermedius; kladothrips_acaciae; kladothrips_ellobus; kladothrips_rugosus; gynaikothrips_ficorum; gynaikothrips_uzeli; haplothrips_victoriensis; haplothrips_tritici; haplothrips_verbasci; plicothrips_apicalis; neoheegeria_dalmatica; phaulothrips_inquilinus; selenothrips_rubrocinctus; caliothrips_fasciatus; biltothrips_minutus; heliothrips_haemorrhoidalis; anaphothrips_obscurus; anaphothrips_sudanensis; aptinothrips_rufus; tenothrips_frici; pezothrips_kellyanus; ceratothripoides_brunneus; frankliniella_schultzei; frankliniella_tenuicornis; frankliniella_occidentalis; frankliniella_tritici; thrips_palmi; thrips_tabaci; microcephalothrips_abdominalis; thrips_major; scirtothrips_dorsalis; scirtothrips_citri; scirtothrips_perseae; chirothrips_manicatus; scirtothrips_frondis; taeniothrips_inconsequens; rhipiphorothrips_cruentatus; aeolothrips_albicinctus; aeolothrips_intermedius; franklinothrips_vespiformis",5,55,0,50,0.0909090909090909,0,TRUE,1
6768,64,"marchalina_hellenica, kuwanaspis_pseudoleucaspis, aulacaspis_spinosa, pinnaspis_strachani, aulacaspis_tubercularis, pseudaulacaspis_pentagona, unaspis_euonymi, lepidosaphes_beckii, parlatoria_proteus, parlatoria_ziziphi, parlatoria_theae, furcaspis_biformis, aspidiotus_nerii, chionaspis_pinifoliae, aspidiotus_destructor, aspidiotus_cryptomeriae, diaspidiotus_perniciosus, aonidiella_citrina, chrysomphalus_bifasciculatus, chrysomphalus_dictyospermi, chrysomphalus_aonidum, hemiberlesia_lataniae, aonidiella_aurantii, kerria_lacca, dysmicoccus_brevipes, dysmicoccus_neobrevipes, pseudococcus_longispinus, dysmicoccus_wistariae, pseudococcus_comstocki, paracoccus_burnerae, pseudococcus_cryptus, pseudococcus_viburni, planococcus_citri, planococcus_minor, planococcus_lilacinus, planococcus_ficus, atrococcus_paludinus, pseudococcus_calceolariae, phenacoccus_aceris, phenacoccus_solani, phenacoccus_solenopsis, maconellicoccus_hirsutus, ferrisia_virgata, milviscutulus_mangiferae, parthenolecanium_corni, parthenolecanium_persicae, saissetia_coffeae, pulvinaria_aurantii, eucalymnatus_tessellatus, coccus_pseudomagnoliarum, coccus_viridis, ceroplastes_ceriferus, ceroplastes_pseudoceriferus, ceroplastes_japonicus, coccus_hesperidum, coccus_longulus, ericerus_pela, neolecanium_cornuparvum, apiomorpha_maliformis, apiomorpha_variabilis, apiomorpha_sessilis, apiomorpha_minor, dactylopius_opuntiae, dactylopius_coccus",6767,"6831",51,"adelges_laricis; adelges_abietis; daktulosphaira_vitifoliae; zelkovaphis_persimilis; eriosoma_ulmi; eriosoma_lanuginosum; eriosoma_moriokense; tetraneura_ulmi; tetraneura_chinensis; cerataphis_lataniae; tuberaphis_xinglongensis; greenidea_flacourtiae; anomalosiphum_tiomanensis; cinara_tsugae; cinara_curtihirsuta; cinara_largirostris; cinara_orientalis; cinara_palaestinensis; cinara_hottesi; cinara_mariana; eulachnus_brevipilosus; hormaphis_cornu; hormaphis_hamamelidis; smynthurodes_betae; neothoracaphis_quercicola; neothoracaphis_yanonis; metanipponaphis_lithocarpicola; colopha_setaricola; paracolopha_morrisoni; tuberaphis_coreana; ceratoglyphina_bambusae; ceratoglyphina_styracicola; pseudoregma_sundanica; pseudoregma_panicola; ceratovacuna_lanigera; ceratovacuna_nekoashi; pseudoregma_koshunensis; pseudoregma_bambucicola; ceratovacuna_japonica; ceratovacuna_longifila; astegopteryx_styracophila; astegopteryx_bambucifoliae; colophina_clematis; grylloprociphilus_imbricator; prociphilus_bumeliae; pemphigus_vesicarius; epipemphigus_niisimae; pemphigus_spyrothecae; pemphigus_monophagus; pemphigus_dorocola; pemphigus_bursarius",0,"marchalina_hellenica; kuwanaspis_pseudoleucaspis; aulacaspis_spinosa; pinnaspis_strachani; aulacaspis_tubercularis; pseudaulacaspis_pentagona; unaspis_euonymi; lepidosaphes_beckii; parlatoria_proteus; parlatoria_ziziphi; parlatoria_theae; furcaspis_biformis; aspidiotus_nerii; chionaspis_pinifoliae; aspidiotus_destructor; aspidiotus_cryptomeriae; diaspidiotus_perniciosus; aonidiella_citrina; chrysomphalus_bifasciculatus; chrysomphalus_dictyospermi; chrysomphalus_aonidum; hemiberlesia_lataniae; aonidiella_aurantii; kerria_lacca; dysmicoccus_brevipes; dysmicoccus_neobrevipes; pseudococcus_longispinus; dysmicoccus_wistariae; pseudococcus_comstocki; paracoccus_burnerae; pseudococcus_cryptus; pseudococcus_viburni; planococcus_citri; planococcus_minor; planococcus_lilacinus; planococcus_ficus; atrococcus_paludinus; pseudococcus_calceolariae; phenacoccus_aceris; phenacoccus_solani; phenacoccus_solenopsis; maconellicoccus_hirsutus; ferrisia_virgata; milviscutulus_mangiferae; parthenolecanium_corni; parthenolecanium_persicae; saissetia_coffeae; pulvinaria_aurantii; eucalymnatus_tessellatus; coccus_pseudomagnoliarum; coccus_viridis; ceroplastes_ceriferus; ceroplastes_pseudoceriferus; ceroplastes_japonicus; coccus_hesperidum; coccus_longulus; ericerus_pela; neolecanium_cornuparvum; apiomorpha_maliformis; apiomorpha_variabilis; apiomorpha_sessilis; apiomorpha_minor; dactylopius_opuntiae; dactylopius_coccus",0,64,NA,51,0,NA,NA,NA
